Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,28.00,-30.16,-30.16,-30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29.00,-30.17,-30.17,-30.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30.00,-30.16,-30.16,-30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31.00,-30.12,-30.12,-30.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-30.08,-30.08,-30.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-30.03,-30.03,-30.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-29.99,-29.99,-29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-29.97,-29.97,-29.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-29.98,-29.98,-29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-30.02,-30.02,-30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-30.10,-30.10,-30.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-30.22,-30.22,-30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-30.38,-30.38,-30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-30.59,-30.59,-30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-30.84,-30.84,-30.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-31.14,-31.14,-31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-31.47,-31.47,-31.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-31.84,-31.84,-31.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-32.24,-32.24,-32.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-32.66,-32.66,-32.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-33.10,-33.10,-33.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-33.54,-33.54,-33.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-33.98,-33.98,-33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-34.41,-34.41,-34.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-34.81,-34.81,-34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-35.17,-35.17,-35.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-35.47,-35.47,-35.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-35.71,-35.71,-35.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-35.86,-35.86,-35.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-35.91,-35.91,-35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-35.85,-35.85,-35.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-35.67,-35.67,-35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-35.40,-35.40,-35.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-35.04,-35.04,-35.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-34.62,-34.62,-34.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-34.16,-34.16,-34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-33.69,-33.69,-33.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-33.23,-33.23,-33.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-32.80,-32.80,-32.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-32.41,-32.41,-32.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-32.07,-32.07,-32.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-31.79,-31.79,-31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-31.58,-31.58,-31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-31.44,-31.44,-31.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-31.38,-31.38,-31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-31.39,-31.39,-31.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-31.48,-31.48,-31.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-31.66,-31.66,-31.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-31.92,-31.92,-31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-32.26,-32.26,-32.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-32.70,-32.70,-32.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-33.22,-33.22,-33.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-33.84,-33.84,-33.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-34.54,-34.54,-34.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-35.33,-35.33,-35.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-36.18,-36.18,-36.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-37.08,-37.08,-37.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-38.00,-38.00,-38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-38.88,-38.88,-38.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-39.67,-39.67,-39.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-40.31,-40.31,-40.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-40.78,-40.78,-40.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-41.08,-41.08,-41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-41.25,-41.25,-41.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-41.35,-41.35,-41.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-41.41,-41.41,-41.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-41.46,-41.46,-41.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-41.50,-41.50,-41.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-41.51,-41.51,-41.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-41.42,-41.42,-41.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-41.20,-41.20,-41.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-40.82,-40.82,-40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-40.26,-40.26,-40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-39.57,-39.57,-39.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-38.81,-38.81,-38.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-38.03,-38.03,-38.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-37.27,-37.27,-37.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-36.57,-36.57,-36.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-35.95,-35.95,-35.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-35.42,-35.42,-35.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-34.99,-34.99,-34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-34.65,-34.65,-34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-34.41,-34.41,-34.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-34.27,-34.27,-34.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-34.22,-34.22,-34.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-34.26,-34.26,-34.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-34.39,-34.39,-34.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-34.59,-34.59,-34.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-34.87,-34.87,-34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-35.19,-35.19,-35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-35.54,-35.54,-35.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-35.89,-35.89,-35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-36.18,-36.18,-36.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
