Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,29.00,-47.57,-47.57,-47.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30.00,-48.72,-48.72,-48.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31.00,-50.48,-50.48,-50.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-53.09,-53.09,-53.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-56.91,-56.91,-56.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-60.58,-60.58,-60.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-57.93,-57.93,-57.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-53.90,-53.90,-53.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-51.10,-51.10,-51.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-49.24,-49.24,-49.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-48.04,-48.04,-48.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-47.36,-47.36,-47.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-47.13,-47.13,-47.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-47.33,-47.33,-47.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-47.97,-47.97,-47.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-49.12,-49.12,-49.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-50.89,-50.89,-50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-53.46,-53.46,-53.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-56.77,-56.77,-56.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-58.29,-58.29,-58.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-55.47,-55.47,-55.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-52.24,-52.24,-52.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-49.86,-49.86,-49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-48.20,-48.20,-48.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-47.11,-47.11,-47.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-46.48,-46.48,-46.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-46.26,-46.26,-46.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-46.43,-46.43,-46.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-47.00,-47.00,-47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-48.01,-48.01,-48.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-49.52,-49.52,-49.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-51.58,-51.58,-51.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-53.99,-53.99,-53.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-55.41,-55.41,-55.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-54.13,-54.13,-54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-51.70,-51.70,-51.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-49.57,-49.57,-49.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-47.99,-47.99,-47.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-46.92,-46.92,-46.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-46.28,-46.28,-46.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-46.04,-46.04,-46.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-46.18,-46.18,-46.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-46.70,-46.70,-46.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-47.63,-47.63,-47.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-49.04,-49.04,-49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-50.98,-50.98,-50.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-53.32,-53.32,-53.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-55.09,-55.09,-55.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-54.48,-54.48,-54.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-52.28,-52.28,-52.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-50.16,-50.16,-50.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-48.56,-48.56,-48.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-47.47,-47.47,-47.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-46.83,-46.83,-46.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-46.60,-46.60,-46.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-46.77,-46.77,-46.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-47.36,-47.36,-47.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-48.41,-48.41,-48.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-50.00,-50.00,-50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-52.22,-52.22,-52.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-54.95,-54.95,-54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-56.61,-56.61,-56.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-54.99,-54.99,-54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-52.25,-52.25,-52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-50.00,-50.00,-50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-48.39,-48.39,-48.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-47.33,-47.33,-47.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-46.72,-46.72,-46.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-46.53,-46.53,-46.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-46.74,-46.74,-46.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-47.37,-47.37,-47.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-48.46,-48.46,-48.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-50.11,-50.11,-50.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-52.38,-52.38,-52.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-55.04,-55.04,-55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-56.24,-56.24,-56.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-54.33,-54.33,-54.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-51.64,-51.64,-51.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-49.48,-49.48,-49.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-47.92,-47.92,-47.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-46.89,-46.89,-46.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-46.30,-46.30,-46.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-46.11,-46.11,-46.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-46.30,-46.30,-46.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-46.90,-46.90,-46.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-47.95,-47.95,-47.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-49.55,-49.55,-49.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-51.82,-51.82,-51.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-54.87,-54.87,-54.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-57.54,-57.54,-57.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-56.39,-56.39,-56.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-53.30,-53.30,-53.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
