Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,44.00,-45.67,-45.67,-45.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-47.13,-47.13,-47.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-51.42,-51.42,-51.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-66.39,-66.39,-66.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-53.47,-53.47,-53.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-47.42,-47.42,-47.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-44.91,-44.91,-44.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-44.26,-44.26,-44.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-45.20,-45.20,-45.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-48.17,-48.17,-48.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-55.66,-55.66,-55.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-60.98,-60.98,-60.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-49.91,-49.91,-49.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-46.24,-46.24,-46.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-45.02,-45.02,-45.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-45.58,-45.58,-45.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-48.22,-48.22,-48.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-55.21,-55.21,-55.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-61.25,-61.25,-61.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-49.62,-49.62,-49.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-45.61,-45.61,-45.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-44.02,-44.02,-44.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-44.06,-44.06,-44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-45.73,-45.73,-45.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-49.86,-49.86,-49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-59.33,-59.33,-59.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-52.81,-52.81,-52.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-47.11,-47.11,-47.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-44.70,-44.70,-44.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-44.16,-44.16,-44.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-45.26,-45.26,-45.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-48.53,-48.53,-48.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-57.17,-57.17,-57.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-57.55,-57.55,-57.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-48.66,-48.66,-48.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-45.33,-45.33,-45.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-44.19,-44.19,-44.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-44.69,-44.69,-44.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-47.01,-47.01,-47.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-52.53,-52.53,-52.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-61.86,-61.86,-61.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-50.85,-50.85,-50.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-46.43,-46.43,-46.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-44.69,-44.69,-44.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-44.68,-44.68,-44.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-46.39,-46.39,-46.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-50.72,-50.72,-50.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-64.14,-64.14,-64.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-54.06,-54.06,-54.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-47.93,-47.93,-47.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-45.54,-45.54,-45.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-45.10,-45.10,-45.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-46.40,-46.40,-46.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-50.14,-50.14,-50.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-61.12,-61.12,-61.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-55.66,-55.66,-55.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-48.40,-48.40,-48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-45.52,-45.52,-45.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-44.65,-44.65,-44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-45.39,-45.39,-45.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-48.04,-48.04,-48.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-54.42,-54.42,-54.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-63.05,-63.05,-63.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-51.15,-51.15,-51.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-47.17,-47.17,-47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-45.81,-45.81,-45.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-46.30,-46.30,-46.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-48.87,-48.87,-48.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-55.60,-55.60,-55.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-60.28,-60.28,-60.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-50.08,-50.08,-50.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-46.18,-46.18,-46.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-44.65,-44.65,-44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-44.75,-44.75,-44.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-46.54,-46.54,-46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-50.99,-50.99,-50.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-64.72,-64.72,-64.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
