Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
230.00,-34.55,-40.87,-31.90,12.00,-33.39,-33.39,-33.39,90.00,-34.55,-40.87,-31.90,1070.00,-34.55,-40.87,-31.90,1570.00,-34.55,-40.87,-31.90,1.24,-34.55,-40.87,-31.90,345.00,-34.55,-40.87,-31.90,1030.00,-34.55,-40.87,-31.90,1490.00,-34.55,-40.87,-31.90,
,,,,13.00,-33.28,-33.28,-33.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14.00,-33.24,-33.24,-33.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15.00,-33.27,-33.27,-33.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16.00,-33.36,-33.36,-33.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17.00,-33.50,-33.50,-33.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18.00,-33.69,-33.69,-33.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19.00,-33.92,-33.92,-33.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20.00,-34.17,-34.17,-34.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21.00,-34.41,-34.41,-34.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,22.00,-34.63,-34.63,-34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,23.00,-34.80,-34.80,-34.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,24.00,-34.88,-34.88,-34.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25.00,-34.86,-34.86,-34.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,26.00,-34.74,-34.74,-34.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27.00,-34.51,-34.51,-34.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28.00,-34.21,-34.21,-34.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29.00,-33.86,-33.86,-33.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
