Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,30.00,-33.49,-33.49,-33.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31.00,-33.12,-33.12,-33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-32.77,-32.77,-32.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-32.47,-32.47,-32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-32.22,-32.22,-32.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-32.03,-32.03,-32.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-31.90,-31.90,-31.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-31.84,-31.84,-31.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-31.85,-31.85,-31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-31.92,-31.92,-31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-32.07,-32.07,-32.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-32.27,-32.27,-32.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-32.54,-32.54,-32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-32.85,-32.85,-32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-33.20,-33.20,-33.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-33.57,-33.57,-33.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-33.92,-33.92,-33.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-34.24,-34.24,-34.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-34.48,-34.48,-34.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-34.63,-34.63,-34.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-34.65,-34.65,-34.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-34.56,-34.56,-34.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-34.37,-34.37,-34.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-34.11,-34.11,-34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-33.81,-33.81,-33.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-33.50,-33.50,-33.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-33.22,-33.22,-33.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-32.97,-32.97,-32.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-32.78,-32.78,-32.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-32.65,-32.65,-32.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-32.58,-32.58,-32.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-32.59,-32.59,-32.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-32.67,-32.67,-32.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-32.82,-32.82,-32.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-33.04,-33.04,-33.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-33.32,-33.32,-33.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-33.67,-33.67,-33.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-34.06,-34.06,-34.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-34.47,-34.47,-34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-34.89,-34.89,-34.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-35.28,-35.28,-35.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-35.60,-35.60,-35.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-35.83,-35.83,-35.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-35.92,-35.92,-35.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-35.88,-35.88,-35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-35.73,-35.73,-35.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-35.48,-35.48,-35.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-35.19,-35.19,-35.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-34.89,-34.89,-34.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-34.60,-34.60,-34.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-34.34,-34.34,-34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-34.15,-34.15,-34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-34.01,-34.01,-34.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-33.95,-33.95,-33.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-33.96,-33.96,-33.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-34.06,-34.06,-34.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-34.23,-34.23,-34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-34.49,-34.49,-34.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-34.84,-34.84,-34.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-35.27,-35.27,-35.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-35.77,-35.77,-35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-36.35,-36.35,-36.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-36.99,-36.99,-36.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-37.66,-37.66,-37.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-38.32,-38.32,-38.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-38.92,-38.92,-38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-39.37,-39.37,-39.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-39.62,-39.62,-39.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-39.63,-39.63,-39.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-39.42,-39.42,-39.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-39.06,-39.06,-39.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-38.60,-38.60,-38.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-38.13,-38.13,-38.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-37.68,-37.68,-37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-37.29,-37.29,-37.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-36.97,-36.97,-36.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-36.73,-36.73,-36.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-36.59,-36.59,-36.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-36.54,-36.54,-36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-36.58,-36.58,-36.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-36.72,-36.72,-36.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-36.96,-36.96,-36.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-37.29,-37.29,-37.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-37.73,-37.73,-37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-38.26,-38.26,-38.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-38.87,-38.87,-38.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-39.54,-39.54,-39.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-40.23,-40.23,-40.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-40.87,-40.87,-40.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-41.36,-41.36,-41.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-41.59,-41.59,-41.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
