Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,34.00,-33.21,-33.21,-33.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-33.05,-33.05,-33.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-32.85,-32.85,-32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-32.63,-32.63,-32.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-32.39,-32.39,-32.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-32.16,-32.16,-32.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-31.95,-31.95,-31.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-31.77,-31.77,-31.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-31.62,-31.62,-31.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-31.50,-31.50,-31.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-31.43,-31.43,-31.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-31.39,-31.39,-31.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-31.40,-31.40,-31.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-31.45,-31.45,-31.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-31.54,-31.54,-31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-31.68,-31.68,-31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-31.85,-31.85,-31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-32.06,-32.06,-32.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-32.32,-32.32,-32.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-32.61,-32.61,-32.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-32.95,-32.95,-32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-33.33,-33.33,-33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-33.75,-33.75,-33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-34.22,-34.22,-34.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-34.74,-34.74,-34.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-35.29,-35.29,-35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-35.89,-35.89,-35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-36.51,-36.51,-36.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-37.12,-37.12,-37.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-37.70,-37.70,-37.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-38.17,-38.17,-38.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-38.47,-38.47,-38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-38.53,-38.53,-38.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-38.32,-38.32,-38.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-37.88,-37.88,-37.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-37.26,-37.26,-37.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-36.55,-36.55,-36.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-35.81,-35.81,-35.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-35.09,-35.09,-35.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-34.42,-34.42,-34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-33.81,-33.81,-33.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-33.27,-33.27,-33.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-32.81,-32.81,-32.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-32.43,-32.43,-32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-32.13,-32.13,-32.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-31.91,-31.91,-31.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-31.78,-31.78,-31.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-31.72,-31.72,-31.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-31.74,-31.74,-31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-31.85,-31.85,-31.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-32.04,-32.04,-32.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-32.31,-32.31,-32.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-32.67,-32.67,-32.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-33.11,-33.11,-33.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-33.64,-33.64,-33.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-34.23,-34.23,-34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-34.87,-34.87,-34.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-35.54,-35.54,-35.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-36.19,-36.19,-36.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-36.73,-36.73,-36.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-37.10,-37.10,-37.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-37.22,-37.22,-37.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-37.09,-37.09,-37.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-36.73,-36.73,-36.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-36.23,-36.23,-36.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-35.67,-35.67,-35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-35.11,-35.11,-35.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-34.59,-34.59,-34.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-34.13,-34.13,-34.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-33.75,-33.75,-33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-33.45,-33.45,-33.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-33.24,-33.24,-33.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-33.12,-33.12,-33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-33.08,-33.08,-33.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-33.13,-33.13,-33.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-33.27,-33.27,-33.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-33.49,-33.49,-33.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-33.80,-33.80,-33.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-34.20,-34.20,-34.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-34.68,-34.68,-34.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-35.26,-35.26,-35.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-35.93,-35.93,-35.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-36.69,-36.69,-36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-37.56,-37.56,-37.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-38.53,-38.53,-38.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-39.60,-39.60,-39.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-40.77,-40.77,-40.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
