Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,50.00,-27.45,-27.45,-27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-26.97,-26.97,-26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-26.62,-26.62,-26.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-26.44,-26.44,-26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-26.48,-26.48,-26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-26.73,-26.73,-26.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-27.15,-27.15,-27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-27.64,-27.64,-27.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-28.07,-28.07,-28.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-28.26,-28.26,-28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-28.09,-28.09,-28.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-27.62,-27.62,-27.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-27.02,-27.02,-27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-26.44,-26.44,-26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-26.00,-26.00,-26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-25.77,-25.77,-25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-25.78,-25.78,-25.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-26.04,-26.04,-26.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-26.51,-26.51,-26.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-27.13,-27.13,-27.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-27.77,-27.77,-27.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-28.20,-28.20,-28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-28.21,-28.21,-28.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-27.75,-27.75,-27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-27.03,-27.03,-27.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-26.27,-26.27,-26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-25.66,-25.66,-25.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-25.27,-25.27,-25.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-25.15,-25.15,-25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-25.29,-25.29,-25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-25.69,-25.69,-25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-26.29,-26.29,-26.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-26.99,-26.99,-26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-27.55,-27.55,-27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-27.73,-27.73,-27.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-27.40,-27.40,-27.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-26.71,-26.71,-26.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-25.93,-25.93,-25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-25.25,-25.25,-25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-24.79,-24.79,-24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-24.58,-24.58,-24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-24.64,-24.64,-24.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-24.94,-24.94,-24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-25.45,-25.45,-25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-26.05,-26.05,-26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-26.57,-26.57,-26.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-26.83,-26.83,-26.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-26.69,-26.69,-26.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-26.23,-26.23,-26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-25.65,-25.65,-25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-25.12,-25.12,-25.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-24.75,-24.75,-24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-24.60,-24.60,-24.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-24.67,-24.67,-24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-24.94,-24.94,-24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-25.36,-25.36,-25.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-25.84,-25.84,-25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-26.26,-26.26,-26.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-26.48,-26.48,-26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-26.44,-26.44,-26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-26.20,-26.20,-26.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-25.89,-25.89,-25.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-25.62,-25.62,-25.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-25.49,-25.49,-25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-25.53,-25.53,-25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-25.74,-25.74,-25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-26.11,-26.11,-26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-26.57,-26.57,-26.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-27.01,-27.01,-27.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-27.31,-27.31,-27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-27.41,-27.41,-27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
