Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
392.00,-26.59,-28.41,-24.64,12.00,-27.89,-27.89,-27.89,90.00,-26.59,-28.41,-24.64,1070.00,-26.59,-28.41,-24.64,1570.00,-26.59,-28.41,-24.64,1.24,-26.59,-28.41,-24.64,345.00,-26.59,-28.41,-24.64,1030.00,-26.59,-28.41,-24.64,1490.00,-26.59,-28.41,-24.64,
,,,,13.00,-27.78,-27.78,-27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14.00,-27.47,-27.47,-27.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15.00,-27.02,-27.02,-27.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16.00,-26.55,-26.55,-26.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17.00,-26.17,-26.17,-26.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18.00,-25.93,-25.93,-25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19.00,-25.88,-25.88,-25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20.00,-26.03,-26.03,-26.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21.00,-26.36,-26.36,-26.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,22.00,-26.84,-26.84,-26.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,23.00,-27.37,-27.37,-27.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,24.00,-27.82,-27.82,-27.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25.00,-28.05,-28.05,-28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,26.00,-27.98,-27.98,-27.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27.00,-27.69,-27.69,-27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28.00,-27.31,-27.31,-27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29.00,-26.99,-26.99,-26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30.00,-26.82,-26.82,-26.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31.00,-26.84,-26.84,-26.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-27.06,-27.06,-27.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-27.45,-27.45,-27.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-27.93,-27.93,-27.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-28.37,-28.37,-28.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-28.61,-28.61,-28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-28.56,-28.56,-28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-28.25,-28.25,-28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-27.82,-27.82,-27.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-27.42,-27.42,-27.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-27.15,-27.15,-27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-27.08,-27.08,-27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-27.20,-27.20,-27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-27.49,-27.49,-27.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-27.87,-27.87,-27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-28.23,-28.23,-28.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-28.41,-28.41,-28.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-28.31,-28.31,-28.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-27.95,-27.95,-27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
