Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,84.00,-29.39,-29.39,-29.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-29.13,-29.13,-29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-28.82,-28.82,-28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-28.61,-28.61,-28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-28.58,-28.58,-28.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-28.75,-28.75,-28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-29.07,-29.07,-29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-29.39,-29.39,-29.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-29.50,-29.50,-29.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-29.33,-29.33,-29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-28.97,-28.97,-28.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-28.64,-28.64,-28.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-28.53,-28.53,-28.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-28.70,-28.70,-28.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-29.15,-29.15,-29.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-29.76,-29.76,-29.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-30.32,-30.32,-30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-30.58,-30.58,-30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-30.39,-30.39,-30.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-29.88,-29.88,-29.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-29.30,-29.30,-29.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-28.90,-28.90,-28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-28.82,-28.82,-28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-29.08,-29.08,-29.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-29.63,-29.63,-29.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-30.28,-30.28,-30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-30.74,-30.74,-30.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-30.81,-30.81,-30.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-30.56,-30.56,-30.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-30.23,-30.23,-30.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-30.00,-30.00,-30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-29.99,-29.99,-29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-30.22,-30.22,-30.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-30.63,-30.63,-30.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-31.11,-31.11,-31.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-31.38,-31.38,-31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-31.23,-31.23,-31.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
