Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
392.00,-28.64,-31.11,-26.87,12.00,-28.54,-28.54,-28.54,90.00,-28.64,-31.11,-26.87,1070.00,-28.64,-31.11,-26.87,1570.00,-28.64,-31.11,-26.87,1.24,-28.64,-31.11,-26.87,345.00,-28.64,-31.11,-26.87,1030.00,-28.64,-31.11,-26.87,1490.00,-28.64,-31.11,-26.87,
,,,,13.00,-28.28,-28.28,-28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14.00,-28.03,-28.03,-28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15.00,-27.87,-27.87,-27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16.00,-27.83,-27.83,-27.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17.00,-27.86,-27.86,-27.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18.00,-27.87,-27.87,-27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19.00,-27.72,-27.72,-27.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20.00,-27.41,-27.41,-27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21.00,-27.04,-27.04,-27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,22.00,-26.76,-26.76,-26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,23.00,-26.69,-26.69,-26.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,24.00,-26.89,-26.89,-26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25.00,-27.31,-27.31,-27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,26.00,-27.86,-27.86,-27.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27.00,-28.37,-28.37,-28.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28.00,-28.63,-28.63,-28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29.00,-28.52,-28.52,-28.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30.00,-28.09,-28.09,-28.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31.00,-27.55,-27.55,-27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-27.09,-27.09,-27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-26.87,-26.87,-26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-26.93,-26.93,-26.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-27.25,-27.25,-27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-27.70,-27.70,-27.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-28.10,-28.10,-28.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-28.28,-28.28,-28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-28.25,-28.25,-28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-28.11,-28.11,-28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-28.03,-28.03,-28.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-28.07,-28.07,-28.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-28.28,-28.28,-28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-28.62,-28.62,-28.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-28.99,-28.99,-28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-29.21,-29.21,-29.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-29.09,-29.09,-29.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-28.64,-28.64,-28.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-28.05,-28.05,-28.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-27.59,-27.59,-27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-27.42,-27.42,-27.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-27.59,-27.59,-27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-28.06,-28.06,-28.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-28.69,-28.69,-28.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-29.27,-29.27,-29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-29.56,-29.56,-29.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-29.46,-29.46,-29.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-29.08,-29.08,-29.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-28.63,-28.63,-28.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-28.28,-28.28,-28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-28.16,-28.16,-28.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-28.27,-28.27,-28.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-28.55,-28.55,-28.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-28.82,-28.82,-28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-28.91,-28.91,-28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-28.76,-28.76,-28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-28.48,-28.48,-28.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-28.28,-28.28,-28.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-28.29,-28.29,-28.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-28.54,-28.54,-28.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-28.99,-28.99,-28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-29.52,-29.52,-29.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-29.92,-29.92,-29.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-29.96,-29.96,-29.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-29.60,-29.60,-29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-28.98,-28.98,-28.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-28.39,-28.39,-28.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-28.02,-28.02,-28.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-27.96,-27.96,-27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-28.20,-28.20,-28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-28.66,-28.66,-28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-29.14,-29.14,-29.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-29.42,-29.42,-29.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
