Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,31.00,-66.06,-66.06,-66.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-72.31,-72.31,-72.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-66.89,-66.89,-66.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-61.80,-61.80,-61.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-58.61,-58.61,-58.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-56.40,-56.40,-56.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-54.80,-54.80,-54.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-53.60,-53.60,-53.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-52.72,-52.72,-52.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-52.09,-52.09,-52.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-51.68,-51.68,-51.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-51.47,-51.47,-51.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-51.44,-51.44,-51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-51.60,-51.60,-51.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-51.95,-51.95,-51.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-52.51,-52.51,-52.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-53.29,-53.29,-53.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-54.35,-54.35,-54.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-55.75,-55.75,-55.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-57.59,-57.59,-57.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-60.01,-60.01,-60.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-63.02,-63.02,-63.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-65.34,-65.34,-65.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-63.94,-63.94,-63.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-60.79,-60.79,-60.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-58.09,-58.09,-58.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-55.99,-55.99,-55.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-54.38,-54.38,-54.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-53.13,-53.13,-53.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-52.17,-52.17,-52.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-51.44,-51.44,-51.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-50.92,-50.92,-50.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-50.57,-50.57,-50.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-50.40,-50.40,-50.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-50.40,-50.40,-50.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-50.56,-50.56,-50.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-50.89,-50.89,-50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-51.41,-51.41,-51.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-52.14,-52.14,-52.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-53.11,-53.11,-53.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-54.39,-54.39,-54.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-56.08,-56.08,-56.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-58.37,-58.37,-58.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-61.72,-61.72,-61.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-67.46,-67.46,-67.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-84.10,-84.10,-84.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-68.18,-68.18,-68.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-62.20,-62.20,-62.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-58.82,-58.82,-58.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-56.54,-56.54,-56.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-54.89,-54.89,-54.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-53.67,-53.67,-53.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-52.77,-52.77,-52.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-52.11,-52.11,-52.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-51.67,-51.67,-51.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-51.42,-51.42,-51.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-51.35,-51.35,-51.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-51.45,-51.45,-51.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-51.72,-51.72,-51.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-52.16,-52.16,-52.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-52.78,-52.78,-52.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-53.59,-53.59,-53.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-54.60,-54.60,-54.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-55.79,-55.79,-55.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-57.12,-57.12,-57.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-58.41,-58.41,-58.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-59.27,-59.27,-59.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-59.30,-59.30,-59.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-58.49,-58.49,-58.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-57.26,-57.26,-57.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-56.00,-56.00,-56.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-54.87,-54.87,-54.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-53.94,-53.94,-53.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-53.21,-53.21,-53.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-52.67,-52.67,-52.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-52.32,-52.32,-52.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-52.16,-52.16,-52.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-52.17,-52.17,-52.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-52.37,-52.37,-52.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-52.77,-52.77,-52.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-53.40,-53.40,-53.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-54.28,-54.28,-54.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-55.49,-55.49,-55.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-57.13,-57.13,-57.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-59.41,-59.41,-59.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-62.75,-62.75,-62.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-68.02,-68.02,-68.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-71.57,-71.57,-71.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-65.36,-65.36,-65.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-60.86,-60.86,-60.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
