Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
195.20,-53.56,-71.57,-49.55,12.00,-53.00,-53.00,-53.00,90.00,-53.56,-71.57,-49.55,1070.00,-53.56,-71.57,-49.55,1570.00,-53.56,-71.57,-49.55,1070.00,-53.56,-71.57,-49.55,1570.00,-53.56,-71.57,-49.55,1030.00,-53.56,-71.57,-49.55,1490.00,-53.56,-71.57,-49.55,
,,,,13.00,-52.06,-52.06,-52.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14.00,-51.29,-51.29,-51.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,15.00,-50.65,-50.65,-50.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,16.00,-50.16,-50.16,-50.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,17.00,-49.79,-49.79,-49.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18.00,-49.55,-49.55,-49.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,19.00,-49.43,-49.43,-49.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20.00,-49.44,-49.44,-49.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21.00,-49.58,-49.58,-49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,22.00,-49.86,-49.86,-49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,23.00,-50.29,-50.29,-50.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,24.00,-50.89,-50.89,-50.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,25.00,-51.67,-51.67,-51.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,26.00,-52.69,-52.69,-52.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27.00,-54.00,-54.00,-54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28.00,-55.69,-55.69,-55.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29.00,-57.95,-57.95,-57.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30.00,-61.13,-61.13,-61.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
