Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,30.00,-38.42,-38.42,-38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31.00,-38.47,-38.47,-38.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32.00,-38.42,-38.42,-38.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,33.00,-38.22,-38.22,-38.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34.00,-37.89,-37.89,-37.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35.00,-37.48,-37.48,-37.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36.00,-37.06,-37.06,-37.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,37.00,-36.65,-36.65,-36.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,38.00,-36.28,-36.28,-36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,39.00,-35.95,-35.95,-35.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,40.00,-35.65,-35.65,-35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,41.00,-35.39,-35.39,-35.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,42.00,-35.17,-35.17,-35.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43.00,-35.03,-35.03,-35.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44.00,-35.00,-35.00,-35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45.00,-35.10,-35.10,-35.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,46.00,-35.35,-35.35,-35.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,47.00,-35.77,-35.77,-35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,48.00,-36.33,-36.33,-36.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,49.00,-37.01,-37.01,-37.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,50.00,-37.71,-37.71,-37.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51.00,-38.32,-38.32,-38.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,52.00,-38.71,-38.71,-38.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,53.00,-38.85,-38.85,-38.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,54.00,-38.79,-38.79,-38.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55.00,-38.67,-38.67,-38.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-38.59,-38.59,-38.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-38.62,-38.62,-38.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-38.77,-38.77,-38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-39.04,-39.04,-39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-39.40,-39.40,-39.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-39.80,-39.80,-39.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-40.21,-40.21,-40.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-40.58,-40.58,-40.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-40.85,-40.85,-40.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-40.96,-40.96,-40.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-40.82,-40.82,-40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-40.38,-40.38,-40.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-39.69,-39.69,-39.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-38.87,-38.87,-38.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-38.05,-38.05,-38.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-37.33,-37.33,-37.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-36.80,-36.80,-36.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-36.49,-36.49,-36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-36.42,-36.42,-36.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-36.59,-36.59,-36.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-37.01,-37.01,-37.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-37.68,-37.68,-37.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-38.58,-38.58,-38.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-39.70,-39.70,-39.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-41.00,-41.00,-41.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-42.41,-42.41,-42.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-43.79,-43.79,-43.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-44.93,-44.93,-44.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-45.49,-45.49,-45.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-45.25,-45.25,-45.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-44.35,-44.35,-44.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-43.14,-43.14,-43.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-41.94,-41.94,-41.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-40.91,-40.91,-40.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-40.14,-40.14,-40.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-39.64,-39.64,-39.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-39.43,-39.43,-39.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-39.49,-39.49,-39.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-39.80,-39.80,-39.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-40.30,-40.30,-40.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-40.91,-40.91,-40.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-41.47,-41.47,-41.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-41.83,-41.83,-41.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-41.87,-41.87,-41.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-41.62,-41.62,-41.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-41.21,-41.21,-41.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-40.74,-40.74,-40.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-40.30,-40.30,-40.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-39.90,-39.90,-39.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-39.54,-39.54,-39.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-39.23,-39.23,-39.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-38.97,-38.97,-38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-38.80,-38.80,-38.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-38.72,-38.72,-38.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-38.77,-38.77,-38.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-38.92,-38.92,-38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-39.15,-39.15,-39.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-39.38,-39.38,-39.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-39.53,-39.53,-39.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-39.52,-39.52,-39.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-39.33,-39.33,-39.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-39.04,-39.04,-39.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-38.72,-38.72,-38.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-38.48,-38.48,-38.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-38.37,-38.37,-38.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
