Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,55.00,-51.43,-51.43,-51.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,56.00,-46.01,-46.01,-46.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,57.00,-44.03,-44.03,-44.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,58.00,-44.26,-44.26,-44.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,59.00,-46.83,-46.83,-46.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,60.00,-53.88,-53.88,-53.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,61.00,-55.95,-55.95,-55.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,62.00,-47.54,-47.54,-47.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,63.00,-44.44,-44.44,-44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,64.00,-43.82,-43.82,-43.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,65.00,-45.31,-45.31,-45.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,66.00,-49.74,-49.74,-49.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,67.00,-57.89,-57.89,-57.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,68.00,-49.97,-49.97,-49.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,69.00,-45.55,-45.55,-45.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,70.00,-44.13,-44.13,-44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,71.00,-44.89,-44.89,-44.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,72.00,-48.31,-48.31,-48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73.00,-58.45,-58.45,-58.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,74.00,-53.49,-53.49,-53.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,75.00,-46.69,-46.69,-46.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,76.00,-44.26,-44.26,-44.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,77.00,-44.13,-44.13,-44.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,78.00,-46.19,-46.19,-46.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,79.00,-51.83,-51.83,-51.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,80.00,-59.54,-59.54,-59.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,81.00,-49.35,-49.35,-49.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,82.00,-45.57,-45.57,-45.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,83.00,-44.65,-44.65,-44.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-45.98,-45.98,-45.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-50.59,-50.59,-50.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-73.09,-73.09,-73.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-51.14,-51.14,-51.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-45.88,-45.88,-45.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-44.06,-44.06,-44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-44.35,-44.35,-44.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-46.87,-46.87,-46.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-53.54,-53.54,-53.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-59.11,-59.11,-59.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-49.19,-49.19,-49.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-45.88,-45.88,-45.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-45.32,-45.32,-45.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-47.09,-47.09,-47.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-52.70,-52.70,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-68.21,-68.21,-68.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-50.30,-50.30,-50.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-45.89,-45.89,-45.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-44.44,-44.44,-44.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-44.99,-44.99,-44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-47.74,-47.74,-47.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-54.67,-54.67,-54.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-60.07,-60.07,-60.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-50.53,-50.53,-50.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-47.55,-47.55,-47.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-47.42,-47.42,-47.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-49.97,-49.97,-49.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-58.06,-58.06,-58.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-58.30,-58.30,-58.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-49.51,-49.51,-49.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-46.35,-46.35,-46.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-45.57,-45.57,-45.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-46.70,-46.70,-46.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-50.21,-50.21,-50.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-58.64,-58.64,-58.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-57.36,-57.36,-57.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-51.06,-51.06,-51.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
