Length (mm), TS (dB), L_TS (dB), U_TS (dB), Frequency (kHz), TS (dB), L_TS (dB), U_TS (dB), Incidence (deg), TS (dB), L_TS (dB), U_TS (dB), Body Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Body Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Swim Bladder Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB), Water Density (kg/m3), TS(dB), L_TS (dB), U_TS (dB), Water Sound Speed (m/s), TS(dB), L_TS (dB), U_TS (dB)
,,,,83.00,-29.84,-29.84,-29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,84.00,-28.38,-28.38,-28.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,85.00,-28.20,-28.20,-28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,86.00,-29.17,-29.17,-29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,87.00,-31.28,-31.28,-31.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,88.00,-33.37,-33.37,-33.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,89.00,-32.52,-32.52,-32.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,90.00,-29.94,-29.94,-29.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,91.00,-28.01,-28.01,-28.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,92.00,-27.18,-27.18,-27.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,93.00,-27.34,-27.34,-27.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,94.00,-28.59,-28.59,-28.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,95.00,-31.20,-31.20,-31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,96.00,-35.65,-35.65,-35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,97.00,-39.69,-39.69,-39.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,98.00,-35.65,-35.65,-35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,99.00,-32.22,-32.22,-32.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100.00,-30.71,-30.71,-30.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,101.00,-30.57,-30.57,-30.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,102.00,-31.65,-31.65,-31.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,103.00,-34.06,-34.06,-34.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,104.00,-37.92,-37.92,-37.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,105.00,-40.55,-40.55,-40.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,106.00,-37.94,-37.94,-37.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,107.00,-35.37,-35.37,-35.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,108.00,-34.27,-34.27,-34.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,109.00,-34.40,-34.40,-34.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,110.00,-35.67,-35.67,-35.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,111.00,-38.35,-38.35,-38.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,112.00,-43.04,-43.04,-43.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,113.00,-49.40,-49.40,-49.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,114.00,-46.11,-46.11,-46.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,115.00,-42.07,-42.07,-42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,116.00,-40.19,-40.19,-40.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,117.00,-39.59,-39.59,-39.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,118.00,-39.84,-39.84,-39.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,119.00,-40.73,-40.73,-40.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,120.00,-42.38,-42.38,-42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
